movie_title;director_name;num_critic_for_reviews;duration;actor_1_name;actor_2_name;num_voted_users;facenumber_in_poster;num_user_for_reviews;language;country;content_rating;budget;title_year;imdb_score
Inside Llewyn Davis;Ethan Coen;535;104;Justin Timberlake;Max Casella;96233;1;313;English;USA;R;11000000;2013;7.4
Ghost World;Terry Zwigoff;122;111;Scarlett Johansson;Steve Buscemi;96129;0;488;English;USA;R;7000000;2001;7.4
Cliffhanger;Renny Harlin;74;124;Sylvester Stallone;Leon;96096;1;172;English;USA;R;70000000;1993;6.4
Pay It Forward;Mimi Leder;157;123;Kevin Spacey;Haley Joel Osment;95860;2;660;English;USA;PG-13;40000000;2000;7.2
We Need to Talk About Kevin;Lynne Ramsay;389;112;Ezra Miller;Siobhan Fallon Hogan;95529;0;301;English;UK;R;7000000;2011;7.5
Valentine's Day;Garry Marshall;186;125;Bradley Cooper;Taylor Lautner;95437;12;211;English;USA;PG-13;52000000;2010;5.7
Water for Elephants;Francis Lawrence;279;120;Robert Pattinson;Christoph Waltz;95367;1;260;English;USA;PG-13;38000000;2011;6.9
Before Midnight;Richard Linklater;405;109;Seamus Davey-Fitzpatrick;Ariane Labed;95362;1;270;English;USA;R;3000000;2013;7.9
Blazing Saddles;Mel Brooks;121;93;Madeline Kahn;David Huddleston;95294;0;363;English;USA;R;2600000;1974;7.8
Premium Rush;David Koepp;248;91;Joseph Gordon-Levitt;Dania Ramirez;95274;0;178;English;USA;PG-13;35000000;2012;6.5
Tombstone;George P. Cosmatos;84;134;Michael Biehn;Dana Delany;95241;0;439;English;USA;R;25000000;1993;7.8
Street Kings;David Ayer;190;109;Keanu Reeves;Chris Evans;94892;4;189;English;USA;R;20000000;2008;6.8
House of Wax;Jaume Collet-Serra;228;108;Robert Ri'chard;Paris Hilton;94456;0;576;English;Australia;R;30000000;2005;5.3
Babe;Chris Noonan;79;91;Miriam Margolyes;Christine Cavanaugh;94435;0;182;English;Australia;G;30000000;1995;6.8
City of Angels;Brad Silberling;110;114;Nicolas Cage;Andre Braugher;94407;1;322;English;Germany;PG-13;55000000;1998;6.7
The Invention of Lying;Ricky Gervais;192;100;Jennifer Garner;Tina Fey;94292;3;287;English;USA;PG-13;18500000;2009;6.4
Trainwreck;Judd Apatow;332;129;Amy Schumer;Randall Park;94241;1;309;English;Japan;R;35000000;2015;6.3
Stuart Little;Rob Minkoff;101;84;Chazz Palminteri;Nathan Lane;94172;0;179;English;Germany;PG;133000000;1999;5.9
Boyz n the Hood;John Singleton;64;112;John Cothran;Lloyd Avery II;94139;2;183;English;USA;R;6000000;1991;7.8
Red Eye;Wes Craven;224;85;Robert Pine;Carl Gilliard;94108;0;673;English;USA;PG-13;26000000;2005;6.5
The Princess Diaries;Garry Marshall;108;111;Anne Hathaway;Hector Elizondo;94049;2;301;English;USA;G;37000000;2001;6.2
Leaving Las Vegas;Mike Figgis;123;111;Nicolas Cage;Valeria Golino;93894;0;286;English;USA;R;3600000;1995;7.6
Hostage;Florent-Emilio Siri;152;113;Jimmy Bennett;Bruce Willis;93790;0;288;English;USA;R;52000000;2005;6.6
The Age of Adaline;Lee Toland Krieger;214;112;Harrison Ford;Michiel Huisman;93767;1;209;English;USA;PG-13;25000000;2015;7.2
Scary Movie 4;David Zucker;151;89;Beau Mirchoff;Carmen Electra;93748;8;410;English;USA;PG-13;45000000;2006;5.1
Steve Jobs;Danny Boyle;412;122;Kate Winslet;Michael Fassbender;93548;0;307;English;UK;R;30000000;2015;7.2
Tears of the Sun;Antoine Fuqua;89;142;Bruce Willis;Tom Skerritt;93494;1;394;English;USA;R;;2003;6.6
Rat Race;Jerry Zucker;103;112;Corinna Harney;Douglas Haase;93367;8;497;English;Canada;PG-13;48000000;2001;6.4
The Crazies;Breck Eisner;308;101;Radha Mitchell;Glenn Morshower;93272;0;251;English;USA;R;20000000;2010;6.5
The Jacket;John Maybury;161;94;Jennifer Jason Leigh;Jason Lewis;92850;0;263;English;USA;R;29000000;2005;7.1
Aliens vs. Predator: Requiem;Colin Strause;211;102;Sam Trammell;Johnny Lewis;92789;0;998;English;USA;R;40000000;2007;4.7
Little Children;Todd Field;251;137;Kate Winslet;Noah Emmerich;92781;0;320;English;USA;R;26000000;2006;7.6
Jennifer's Body;Karyn Kusama;300;107;J.K. Simmons;Amy Sedaris;92712;1;294;English;USA;R;16000000;2009;5.1
Coach Carter;Thomas Carter;127;136;Channing Tatum;Rick Gonzalez;92702;0;209;English;USA;PG-13;30000000;2005;7.2
Trance;Danny Boyle;393;101;Rosario Dawson;Spencer Wilding;92640;0;212;English;UK;R;20000000;2013;7.0
Margin Call;J.C. Chandor;290;107;Kevin Spacey;Demi Moore;92599;8;225;English;USA;R;3500000;2011;7.1
Big Trouble in Little China;John Carpenter;180;99;Victor Wong;Kate Burton;92464;1;331;English;USA;PG-13;25000000;1986;7.3
The Host;Andrew Niccol;298;125;J.D. Evermore;Chandler Canterbury;92461;3;347;English;USA;PG-13;40000000;2013;5.9
The Purge: Anarchy;James DeMonaco;285;103;Noel Gugliemi;Zach Gilford;92364;0;244;English;USA;R;9000000;2014;6.5
House of Flying Daggers;Yimou Zhang;248;119;Takeshi Kaneshiro;Andy Lau;92295;3;420;Mandarin;China;PG-13;100000000;2004;7.6
Let Me In;Matt Reeves;390;116;Chloë Grace Moretz;Dylan Minnette;92237;0;366;English;UK;R;20000000;2010;7.2
Rambo III;Peter MacDonald;84;87;Sylvester Stallone;Kurtwood Smith;92106;1;171;English;USA;R;63000000;1988;5.7
The Faculty;Robert Rodriguez;154;104;Jordana Brewster;Salma Hayek;92074;1;502;English;USA;R;15000000;1998;6.4
Across the Universe;Julie Taymor;156;133;Jim Sturgess;T.V. Carpio;91860;0;524;English;USA;PG-13;45000000;2007;7.4
R.I.P.D.;Robert Schwentke;208;96;Ryan Reynolds;Jeff Bridges;91640;2;210;English;USA;PG-13;130000000;2013;5.6
Star Trek II: The Wrath of Khan;Nicholas Meyer;148;116;Leonard Nimoy;Kirstie Alley;91414;2;359;English;USA;PG;11000000;1982;7.7
Y Tu Mamá También;Alfonso Cuarón;173;;Maribel Verdú;Daniel Giménez Cacho;91377;1;385;Spanish;Mexico;R;2000000;2001;7.7
Outbreak;Wolfgang Petersen;64;127;Kevin Spacey;Morgan Freeman;91176;3;130;English;USA;R;50000000;1995;6.6
Red Riding Hood;Catherine Hardwicke;291;100;Gary Oldman;Billy Burke;91151;2;283;English;USA;PG-13;42000000;2011;5.4
The Prince of Egypt;Brenda Chapman;120;99;Martin Short;Aria Noelle Curzon;91093;2;353;English;USA;PG;70000000;1998;7.0
Something's Gotta Give;Nancy Meyers;145;128;Keanu Reeves;Jon Favreau;91092;1;402;English;USA;PG-13;80000000;2003;6.7
Nebraska;Alexander Payne;433;115;Devin Ratray;Bruce Dern;91082;0;274;English;USA;R;12000000;2013;7.8
Escape from New York;John Carpenter;201;106;Donald Pleasence;Adrienne Barbeau;91017;1;284;English;UK;R;6000000;1981;7.2
Step Up;Anne Fletcher;107;104;Channing Tatum;Alyson Stoner;90938;0;271;English;USA;PG-13;12000000;2006;6.5
Once;John Carney;232;85;Glen Hansard;Markéta Irglová;90827;0;329;English;Ireland;R;180000;2007;7.9
Wild Things;John McNaughton;69;115;Bill Murray;Robert Wagner;90677;3;389;English;USA;R;20000000;1998;6.5
Coyote Ugly;David McNally;155;107;Adam Garcia;Tyra Banks;90539;5;379;English;USA;PG-13;45000000;2000;5.6
The Whole Nine Yards;Jonathan Lynn;129;98;Bruce Willis;Matthew Perry;90374;4;318;English;USA;R;24000000;2000;6.7
Pinocchio;Norman Ferguson;105;88;Mel Blanc;Dickie Jones;90360;0;147;English;USA;Approved;2600000;1940;7.5
Animal House;John Landis;94;109;John Belushi;Karen Allen;90177;6;257;English;USA;R;3000000;1978;7.6
Tremors;Ron Underwood;132;96;Reba McEntire;Ariana Richards;90070;0;248;English;USA;PG-13;11000000;1990;7.1
Parker;Taylor Hackford;224;118;Jason Statham;Clifton Collins Jr.;90046;0;141;English;USA;R;35000000;2013;6.2
The Bodyguard;Mick Jackson;48;129;Bill Cobbs;Mike Starr;89972;0;126;English;USA;R;25000000;1992;6.1
Paycheck;John Woo;196;119;Ivana Milicevic;Joe Morton;89816;0;347;English;USA;PG-13;60000000;2003;6.3
Bend It Like Beckham;Gurinder Chadha;161;112;Archie Panjabi;Parminder Nagra;89806;0;438;English;UK;PG-13;3500159;2002;6.7
Pixels;Chris Columbus;253;106;Peter Dinklage;Adam Sandler;89770;0;342;English;USA;PG-13;88000000;2015;5.6
Epic Movie;Jason Friedberg;112;93;David Carradine;Carmen Electra;89687;11;666;English;USA;PG-13;20000000;2007;2.3
Johnny English Reborn;Oliver Parker;152;101;Daniel Kaluuya;Tim McInnerny;89568;1;142;English;USA;PG;45000000;2011;6.3
Gothika;Mathieu Kassovitz;207;98;Robert Downey Jr.;Charles S. Dutton;89557;1;376;English;USA;R;40000000;2003;5.8
Death at a Funeral;Frank Oz;168;87;Peter Dinklage;Ewen Bremner;89547;0;199;English;USA;R;9000000;2007;7.4
End of Days;Peter Hyams;174;121;CCH Pounder;Mark Margolis;89509;0;524;English;USA;R;83000000;1999;5.7
The Wolfman;Joe Johnston;357;119;Anthony Hopkins;Simon Merrells;89442;0;432;English;USA;R;150000000;2010;5.8
Men of Honor;George Tillman Jr.;98;129;Robert De Niro;Charlize Theron;89424;0;224;English;USA;R;32000000;2000;7.2
From Russia with Love;Terence Young;167;115;Robert Shaw;Daniela Bianchi;89403;0;358;English;UK;Approved;2000000;1963;7.5
A Scanner Darkly;Richard Linklater;232;100;Robert Downey Jr.;Keanu Reeves;89383;0;293;English;USA;R;8700000;2006;7.1
The Princess and the Frog;Ron Clements;228;97;Oprah Winfrey;Jenifer Lewis;89351;0;214;English;USA;G;105000000;2009;7.1
Van Wilder: Party Liaison;Walt Becker;96;94;Ryan Reynolds;Curtis Armstrong;89128;0;258;English;Germany;R;6000000;2002;6.4
Freddy vs. Jason;Ronny Yu;273;97;Katharine Isabelle;Jason Ritter;89101;0;885;English;USA;R;30000000;2003;5.8
The Firm;Sydney Pollack;56;154;Tom Cruise;Holly Hunter;88844;0;142;English;USA;R;42000000;1993;6.8
Mr. Bean's Holiday;Steve Bendelack;151;90;Lily Atkinson;Emma de Caunes;88714;0;235;English;UK;PG;25000000;2007;6.3
Frost/Nixon;Ron Howard;302;122;Toby Jones;Clint Howard;88682;1;241;English;USA;R;35000000;2008;7.7
Running Scared;Wayne Kramer;157;122;Paul Walker;Chazz Palminteri;88590;2;419;English;Germany;R;17000000;2006;7.4
The Three Musketeers;Paul W.S. Anderson;228;110;Milla Jovovich;Logan Lerman;88542;8;254;English;Germany;PG-13;75000000;2011;5.8
Saw V;David Hackl;160;95;Julie Benz;Costas Mandylor;88529;0;262;English;USA;R;10800000;2008;5.8
Meet the Spartans;Jason Friedberg;111;86;Carmen Electra;Diedrich Bader;88518;0;409;English;USA;PG-13;30000000;2008;2.7
Charlie Wilson's War;Mike Nichols;269;102;Philip Seymour Hoffman;Tom Hanks;88451;1;289;English;USA;R;75000000;2007;7.1
The Life of David Gale;Alan Parker;141;130;Kevin Spacey;Kate Winslet;88270;0;420;English;USA;R;50000000;2003;7.5
The Call;Brad Anderson;285;94;Michael Imperioli;Tara Platt;88241;0;266;English;USA;R;13000000;2013;6.7
The Jackal;Michael Caton-Jones;83;124;J.K. Simmons;Bruce Willis;88225;0;227;English;USA;R;60000000;1997;6.3
Doom;Andrzej Bartkowiak;237;113;Dwayne Johnson;Ben Daniels;88146;0;814;English;UK;R;60000000;2005;5.2
Entrapment;Jon Amiel;138;113;Will Patton;Kevin McNally;88132;1;274;English;USA;PG-13;66000000;1999;6.2
The Forbidden Kingdom;Rob Minkoff;206;104;Jet Li;Thomas McDonell;88049;0;279;English;USA;PG-13;55000000;2008;6.6
Brothers;Jim Sheridan;217;105;Natalie Portman;Jake Gyllenhaal;88035;0;201;English;USA;R;26000000;2009;7.1
A Walk Among the Tombstones;Scott Frank;253;114;Liam Neeson;Boyd Holbrook;87950;0;207;English;USA;R;28000000;2014;6.5
Bicentennial Man;Chris Columbus;93;132;Robin Williams;Oliver Platt;87785;0;362;English;USA;PG;100000000;1999;6.8
Repo Men;Miguel Sapochnik;197;119;Alice Braga;RZA;87768;0;187;English;USA;R;32000000;2010;6.3
Ghost Rider: Spirit of Vengeance;Mark Neveldine;287;96;Nicolas Cage;Spencer Wilding;87745;1;331;English;USA;PG-13;57000000;2011;4.3
Police Academy;Hugh Wilson;45;96;Steve Guttenberg;Bubba Smith;87739;0;133;English;USA;R;4500000;1984;6.7
Legend;Brian Helgeland;260;132;Tom Hardy;Paul Anderson;87682;2;174;English;UK;R;30000000;2015;7.0
Where the Wild Things Are;Spike Jonze;333;101;Catherine O'Hara;Ryan Corr;87677;0;388;English;Germany;PG;100000000;2009;6.8
Lee Daniels' The Butler;Lee Daniels;304;132;Alex Pettyfer;David Oyelowo;87665;0;323;English;USA;PG-13;30000000;2013;7.2
Twins;Ivan Reitman;27;107;Kelly Preston;Tony Jay;87538;1;79;English;USA;PG;15000000;1988;6.0
Wrong Turn;Rob Schmidt;191;84;Kevin Zegers;Lindy Booth;87494;1;540;English;USA;R;12600000;2003;6.1
Catwoman;Pitof;212;87;Frances Conroy;Christopher Heyerdahl;87451;0;660;English;USA;PG-13;100000000;2004;3.3
Rebecca;Alfred Hitchcock;144;;Laurence Olivier;Joan Fontaine;87424;2;276;English;USA;Not Rated;1288000;1940;8.2
The Mexican;Gore Verbinski;125;123;J.K. Simmons;Brad Pitt;87351;0;344;English;USA;R;34000000;2001;6.1
August Rush;Kirsten Sheridan;148;114;Robin Williams;Aaron Staton;87331;0;364;English;USA;PG;30000000;2007;7.5
Seeking a Friend for the End of the World;Lorene Scafaria;265;101;Steve Carell;Mark Moses;87203;2;221;English;USA;R;10000000;2012;6.7
Blended;Frank Coraci;173;117;Bella Thorne;Adam Sandler;87165;0;184;English;USA;PG-13;40000000;2014;6.5
Escape from Alcatraz;Don Siegel;53;112;Clint Eastwood;Patrick McGoohan;87090;0;142;English;USA;PG;8000000;1979;7.6
Precious;Lee Daniels;323;109;Mo'Nique;Gabourey Sidibe;86955;0;275;English;USA;R;10000000;2009;7.3
Behind Enemy Lines;John Moore;131;106;Joaquim de Almeida;David Keith;86902;2;411;English;USA;PG-13;40000000;2001;6.4
Jeepers Creepers;Victor Salva;190;90;Eileen Brennan;Patricia Belcher;86890;0;985;English;Germany;R;10000000;2001;6.1
Wild;Jean-Marc Vallée;349;115;Michiel Huisman;Kevin Rankin;86664;1;252;English;USA;R;15000000;2014;7.1
Percy Jackson: Sea of Monsters;Thor Freudenthal;183;106;Logan Lerman;Leven Rambin;86627;0;204;English;USA;PG;90000000;2013;5.9
The Nutty Professor;Tom Shadyac;57;95;Jada Pinkett Smith;James Coburn;86556;1;99;English;USA;PG-13;54000000;1996;5.6
The Sum of All Fears;Phil Alden Robinson;176;124;Morgan Freeman;Bruce McGill;86504;0;568;English;USA;PG-13;68000000;2002;6.4
The Manchurian Candidate;Jonathan Demme;209;129;Denzel Washington;Dorian Missick;86422;1;363;English;USA;R;80000000;2004;6.6
Hannibal Rising;Peter Webber;209;131;Li Gong;Stephen Walters;86374;0;392;English;UK;R;50000000;2007;6.2
Anastasia;Don Bluth;78;94;Kirsten Dunst;Kelsey Grammer;86347;1;191;English;USA;G;50000000;1997;7.1
The Giver;Phillip Noyce;198;97;Jeff Bridges;Meryl Streep;86251;3;260;English;South Africa;PG-13;25000000;2014;6.5
Mirrors;Alexandre Aja;208;112;Jason Flemyng;Cameron Boyce;86205;0;232;English;USA;R;35000000;2008;6.2
The Interpreter;Sydney Pollack;227;128;Curtiss Cook;George Harris;86152;1;411;Aboriginal;UK;PG-13;80000000;2005;6.4
Still Alice;Richard Glatzer;309;101;Kristen Stewart;Hunter Parrish;86077;1;195;English;USA;PG-13;5000000;2014;7.5
Casper;Brad Silberling;26;100;Eric Idle;Fred Rogers;85903;0;92;English;USA;PG;50000000;1995;6.0
The Family Man;Brett Ratner;121;125;Nicolas Cage;Don Cheadle;85844;1;322;English;USA;PG-13;60000000;2000;6.7
Epic;Chris Wedge;203;102;Josh Hutcherson;Emma Kenney;85833;2;113;English;USA;PG;100000000;2013;6.7
The X Files;Rob Bowman;142;121;Martin Landau;Mitch Pileggi;85720;0;297;English;USA;PG-13;66000000;1998;7.0
Oculus;Mike Flanagan;336;104;James Lafferty;Rory Cochrane;85688;0;339;English;USA;R;5000000;2013;6.5
Two Weeks Notice;Marc Lawrence;118;101;Dorian Missick;Alicia Witt;85673;2;269;English;USA;PG-13;60000000;2002;6.1
Get Hard;Etan Cohen;173;107;Will Ferrell;Alison Brie;85629;2;144;English;USA;R;40000000;2015;6.0
Ponyo;Hayao Miyazaki;256;101;Rumi Hiiragi;Yûki Amami;85589;0;144;Japanese;Japan;G;34000000;2008;7.7
Little Fockers;Paul Weitz;180;98;Robert De Niro;Blythe Danner;85531;10;152;English;USA;PG-13;100000000;2010;5.5
Serendipity;Peter Chelsom;122;82;Lilli Lavine;David Sparrow;85423;0;374;English;USA;PG-13;28000000;2001;6.9
Bill & Ted's Excellent Adventure;Stephen Herek;81;90;Keanu Reeves;George Carlin;85362;6;181;English;USA;PG;10000000;1989;6.9
The Queen;Stephen Frears;280;94;Roger Allam;Sylvia Syms;85333;0;421;English;UK;PG-13;9800000;2006;7.3
Journey to the Center of the Earth;Eric Brevig;201;93;Josh Hutcherson;Brendan Fraser;85323;0;212;English;USA;PG;45000000;2008;5.8
Your Highness;David Gordon Green;208;102;Natalie Portman;Zooey Deschanel;85237;3;274;English;USA;R;49900000;2011;5.6
Unleashed;Louis Leterrier;177;103;Morgan Freeman;Jet Li;85198;1;303;English;France;R;45000000;2005;7.0
Flushed Away;David Bowers;135;85;Hugh Jackman;Kate Winslet;85086;0;122;English;UK;PG;149000000;2006;6.7
Super Size Me;Morgan Spurlock;193;100;Chemeeka Walker;Amanda Kearsan;85028;2;404;English;USA;PG;65000;2004;7.3
Fright Night;Craig Gillespie;358;106;Grace Phipps;Reid Ewing;85024;1;242;English;USA;R;30000000;2011;6.4
Beverly Hills Cop II;Tony Scott;50;100;Dean Stockwell;Judge Reinhold;84824;1;95;English;USA;R;28000000;1987;6.4
Rescue Dawn;Werner Herzog;198;120;Christian Bale;Toby Huss;84641;0;205;English;USA;PG-13;10000000;2006;7.3
Stoker;Chan-wook Park;469;99;Mia Wasikowska;Alden Ehrenreich;84620;4;235;English;UK;R;12000000;2013;6.8
Pompeii;Paul W.S. Anderson;272;105;Sasha Roiz;Currie Graham;84508;0;308;English;Canada;PG-13;80000000;2014;5.6
Eraser;Chuck Russell;81;115;Vanessa Williams;James Coburn;84424;1;131;English;USA;R;100000000;1996;6.1
Sex Tape;Jake Kasdan;;94;James Wilcox;Randall Park;84382;2;158;English;USA;R;40000000;2014;5.1
The Other Boleyn Girl;Justin Chadwick;169;115;Natalie Portman;Scarlett Johansson;84357;3;252;English;UK;PG-13;35000000;2008;6.7
Spy Kids;Robert Rodriguez;122;88;Alexa PenaVega;Cheech Marin;84325;0;205;English;USA;PG;35000000;2001;5.4
Paul Blart: Mall Cop;Steve Carr;167;91;Erick Avari;Adhir Kalyan;84209;1;201;English;USA;PG;26000000;2009;5.2
The Ladykillers;Ethan Coen;193;104;J.K. Simmons;Tom Hanks;84131;1;400;English;USA;R;35000000;2004;6.2
Wall Street: Money Never Sleeps;Oliver Stone;297;136;Frank Langella;Austin Pendleton;84118;2;245;English;USA;PG-13;70000000;2010;6.3
Good Night  and Good Luck.;George Clooney;351;93;Robert Downey Jr.;Tate Donovan;84070;0;526;English;USA;PG;7500000;2005;7.5
If I Stay;R.J. Cutler;141;107;Chloë Grace Moretz;Mireille Enos;83893;3;132;English;USA;PG-13;11000000;2014;6.8
Final Destination 5;Steven Quale;277;92;Emma Bell;Jacqueline MacInnes Wood;83788;0;227;English;USA;R;40000000;2011;5.9
Sweet Home Alabama;Andy Tennant;97;108;Ethan Embry;Mary Lynn Rajskub;83786;1;392;English;USA;PG-13;38000000;2002;6.1
Reign Over Me;Mike Binder;154;124;Adam Sandler;Don Cheadle;83786;2;231;English;USA;R;20000000;2007;7.5
What Dreams May Come;Vincent Ward;121;113;Robin Williams;Annabella Sciorra;83560;1;619;English;USA;PG-13;85000000;1998;7.0
Couples Retreat;Peter Billingsley;166;113;Jon Favreau;Kristin Davis;83506;6;144;English;USA;PG-13;60000000;2009;5.5
United 93;Paul Greengrass;279;111;Christian Clemenson;David Alan Basche;83374;0;828;English;USA;R;15000000;2006;7.6
The Naked Gun 2½: The Smell of Fear;David Zucker;43;85;George Kennedy;Priscilla Presley;83269;6;87;English;USA;PG-13;23000000;1991;6.8
Only God Forgives;Nicolas Winding Refn;440;90;Ryan Gosling;Kristin Scott Thomas;83234;1;475;English;Denmark;R;4800000;2013;5.7
A Single Man;Tom Ford;281;99;Colin Firth;Teddy Sears;83182;2;247;English;USA;R;7000000;2009;7.6
Out of the Furnace;Scott Cooper;288;116;Christian Bale;Sam Shepard;83171;0;231;English;USA;R;22000000;2013;6.8
Safe;Boaz Yakin;258;94;Jason Statham;Reggie Lee;83097;2;134;English;USA;R;30000000;2012;6.5
Just Like Heaven;Mark Waters;142;95;Jon Heder;Ivana Milicevic;82819;1;263;English;USA;PG-13;58000000;2005;6.7
Homefront;Gary Fleder;203;100;Jason Statham;James Franco;82804;1;154;English;USA;R;22000000;2013;6.5
My Cousin Vinny;Jonathan Lynn;54;120;Fred Gwynne;Bruce McGill;82743;1;201;English;USA;R;11000000;1992;7.5
The Rundown;Peter Berg;151;104;Dwayne Johnson;Rosario Dawson;82731;1;255;English;USA;PG-13;85000000;2003;6.7
The French Connection;William Friedkin;138;104;Roy Scheider;Fernando Rey;82476;0;280;English;USA;R;1800000;1971;7.8
Poseidon;Wolfgang Petersen;231;98;Jimmy Bennett;Mike Vogel;82380;0;629;English;USA;PG-13;160000000;2006;5.6
Attack the Block;Joe Cornish;399;88;John Boyega;Luke Treadaway;82331;6;297;English;UK;R;13000000;2011;6.6
The Iron Lady;Phyllida Lloyd;331;105;Meryl Streep;Jim Broadbent;82327;1;350;English;UK;PG-13;13000000;2011;6.4
The Full Monty;Peter Cattaneo;122;91;Tom Wilkinson;Mark Addy;82232;3;174;English;UK;R;3500000;1997;7.2
Paranormal Activity 2;Tod Williams;264;98;Sprague Grayden;Molly Ephraim;82133;0;359;English;USA;R;3000000;2010;5.7
Lockout;James Mather;289;95;Joseph Gilgun;Vincent Regan;82082;2;236;English;France;PG-13;20000000;2012;6.1
Thunderball;Terence Young;129;130;Desmond Llewelyn;Earl Cameron;82073;1;275;English;UK;Approved;9000000;1965;7.0
Bedazzled;Harold Ramis;125;93;Brendan Fraser;Frances O'Connor;81888;2;254;English;USA;PG-13;48000000;2000;6.0
Frequency;Gregory Hoblit;168;118;Dennis Quaid;Andre Braugher;81866;0;510;English;USA;PG-13;31000000;2000;7.3
Drive Angry;Patrick Lussier;296;104;Nicolas Cage;Billy Burke;81800;1;211;English;USA;R;50000000;2011;5.5
Mortal Kombat;Paul W.S. Anderson;72;101;Christopher Lambert;Cary-Hiroyuki Tagawa;81783;0;283;English;USA;PG-13;18000000;1995;5.8
Annabelle;John R. Leonetti;271;99;Alfre Woodard;Annabelle Wallis;81699;0;291;English;USA;R;6500000;2014;5.4
Elite Squad;José Padilha;142;115;Wagner Moura;Fernanda Machado;81644;1;107;Portuguese;Brazil;R;4000000;2007;8.1
Sphere;Barry Levinson;108;134;Peter Coyote;James Pickens Jr.;81611;3;274;English;USA;PG-13;75000000;1998;6.0
Caddyshack;Harold Ramis;71;98;Bill Murray;Rodney Dangerfield;81599;3;250;English;USA;R;6000000;1980;7.4
Babylon A.D.;Mathieu Kassovitz;164;101;Vin Diesel;Charlotte Rampling;81523;0;214;English;France;PG-13;70000000;2008;5.6
Shanghai Knights;David Dobkin;165;114;Fann Wong;Anna-Louise Plowman;81444;2;192;English;USA;PG-13;50000000;2003;6.2
Patriot Games;Phillip Noyce;47;117;Harrison Ford;Polly Walker;81442;1;137;English;USA;R;45000000;1992;6.9
Extremely Loud & Incredibly Close;Stephen Daldry;283;129;Tom Hanks;Thomas Horn;81298;1;341;English;USA;PG-13;40000000;2011;6.9
Crimson Tide;Tony Scott;82;123;Denzel Washington;Viggo Mortensen;81026;0;194;English;USA;R;53000000;1995;7.3
The Omen;Richard Donner;154;107;Lee Remick;Patrick Troughton;80958;2;310;English;UK;R;2800000;1976;7.6
The Amityville Horror;Andrew Douglas;220;90;Jimmy Bennett;Chloë Grace Moretz;80903;0;518;English;USA;R;19000000;2005;6.0
Legion;Scott Stewart;226;100;Dennis Quaid;Kate Walsh;80870;0;315;English;USA;R;26000000;2010;5.2
The Counselor;Ridley Scott;336;138;Michael Fassbender;Brad Pitt;80861;4;431;English;USA;R;25000000;2013;5.3
Little Nicky;Steven Brill;87;90;Adam Sandler;Jon Lovitz;80639;0;237;English;USA;PG-13;80000000;2000;5.3
A Dangerous Method;David Cronenberg;345;99;Michael Fassbender;Viggo Mortensen;80617;3;190;English;UK;R;15000000;2011;6.5
Patch Adams;Tom Shadyac;55;115;Robin Williams;Philip Seymour Hoffman;80580;1;375;English;USA;PG-13;50000000;1998;6.7
Faster;George Tillman Jr.;196;98;Dwayne Johnson;Tom Berenger;80574;1;157;English;USA;R;24000000;2010;6.5
Never Back Down;Jeff Wadlow;140;110;Djimon Hounsou;Neil Brown Jr.;80556;1;184;English;USA;PG-13;20000000;2008;6.6
Incendies;Denis Villeneuve;226;139;Lubna Azabal;Mélissa Désormeaux-Poulin;80429;0;156;French;Canada;R;6800000;2010;8.2
Not Another Teen Movie;Joel Gallen;97;99;Chris Evans;JoAnna Garcia Swisher;80305;0;393;English;USA;R;16000000;2001;5.7
The International;Tom Tykwer;245;118;Naomi Watts;Brían F. O'Byrne;80196;0;190;English;USA;R;50000000;2009;6.5
High Noon;Fred Zinnemann;153;85;Gary Cooper;Lloyd Bridges;80193;0;333;English;USA;PG;750000;1952;8.1
Hereafter;Clint Eastwood;315;129;Matt Damon;Jay Mohr;80140;0;323;English;USA;PG-13;50000000;2010;6.5
The Gift;Joel Edgerton;297;108;Busy Philipps;Allison Tolman;79909;1;279;English;USA;R;5000000;2015;7.1
Marie Antoinette;Sofia Coppola;260;123;Kirsten Dunst;Shirley Henderson;79892;1;619;English;USA;PG-13;40000000;2006;6.4
The Cell;Tarsem Singh;225;109;Dylan Baker;Jake Weber;79877;1;677;English;USA;R;33000000;2000;6.3
Be Kind Rewind;Michel Gondry;248;102;Quinton Aaron;Mia Farrow;79855;2;235;English;UK;PG-13;20000000;2008;6.4
Splice;Vincenzo Natali;368;104;Sarah Polley;David Hewlett;79517;0;354;English;Canada;R;26000000;2009;5.8
The American;Anton Corbijn;333;105;Violante Placido;Thekla Reuten;79461;1;463;English;USA;R;20000000;2010;6.3
Headhunters;Morten Tyldum;284;100;Aksel Hennie;Synnøve Macody Lund;79353;3;121;Norwegian;Norway;R;30300000;2011;7.6
Dancer in the Dark;Lars von Trier;177;140;Catherine Deneuve;Udo Kier;79330;0;690;English;Denmark;R;12800000;2000;8.0
Julie & Julia;Nora Ephron;252;123;Meryl Streep;Mary Lynn Rajskub;79264;2;277;English;USA;PG-13;40000000;2009;7.0
Ali;Michael Mann;174;165;Will Smith;Jada Pinkett Smith;79186;1;386;English;USA;R;107000000;2001;6.8
Movie 43;Elizabeth Banks;180;94;Hugh Jackman;Kate Winslet;79146;10;352;English;USA;R;6000000;2013;4.3
Cellular;David R. Ellis;127;94;Richard Burgi;Valerie Cruz;79141;1;355;English;USA;PG-13;25000000;2004;6.5
